,id,title,context,question,answers
10,56fb84ebb28b3419009f1de7,Middle_Ages,"During this period the practice of manuscript illumination gradually passed from monasteries to lay workshops, so that according to Janetta Benton ""by 1300 most monks bought their books in shops"", and the book of hours developed as a form of devotional book for lay-people. Metalwork continued to be the most prestigious form of art, with Limoges enamel a popular and relatively affordable option for objects such as reliquaries and crosses. In Italy the innovations of Cimabue and Duccio, followed by the Trecento master Giotto (d. 1337), greatly increased the sophistication and status of panel painting and fresco. Increasing prosperity during the 12th century resulted in greater production of secular art; many carved ivory objects such as gaming-pieces, combs, and small religious figures have survived.",What were many pieces of secular art carved from in this period?,"{'text': ['ivory'], 'answer_start': [723]}"
11,57325c2fe99e3014001e6716,Jehovah%27s_Witnesses,"Sociologist Rodney Stark states that Jehovah's Witness leaders are ""not always very democratic"" and that members ""are expected to conform to rather strict standards,"" but adds that ""enforcement tends to be very informal, sustained by the close bonds of friendship within the group"", and that Jehovah's Witnesses see themselves as ""part of the power structure rather than subject to it."" Sociologist Andrew Holden states that most members who join millenarian movements such as Jehovah's Witnesses have made an informed choice. However, he also states that defectors ""are seldom allowed a dignified exit"", and describes the administration as autocratic.",How do Jehovah's Witnesses see themselves in regards to the power structure of the church?,"{'text': ['""part of the power structure rather than subject to it.""'], 'answer_start': [330]}"
12,56e43a6e8c00841900fbaf42,Estonian_language,"Although the Estonian and Germanic languages are of very different origins, one can identify many similar words in Estonian and English, for example. This is primarily because the Estonian language has borrowed nearly one third of its vocabulary from Germanic languages, mainly from Low Saxon (Middle Low German) during the period of German rule, and High German (including standard German). The percentage of Low Saxon and High German loanwords can be estimated at 22–25 percent, with Low Saxon making up about 15 percent.[citation needed]",From what other Germanic language does Estonian derive its vocabulary?,"{'text': ['High German'], 'answer_start': [351]}"
13,572723b8dd62a815002e9957,Capacitor,"Capacitors may retain a charge long after power is removed from a circuit; this charge can cause dangerous or even potentially fatal shocks or damage connected equipment. For example, even a seemingly innocuous device such as a disposable-camera flash unit, powered by a 1.5 volt AA battery, has a capacitor which may contain over 15 joules of energy and be charged to over 300 volts. This is easily capable of delivering a shock. Service procedures for electronic devices usually include instructions to discharge large or high-voltage capacitors, for instance using a Brinkley stick. Capacitors may also have built-in discharge resistors to dissipate stored energy to a safe level within a few seconds after power is removed. High-voltage capacitors are stored with the terminals shorted, as protection from potentially dangerous voltages due to dielectric absorption or from transient voltages the capacitor may pick up from static charges or passing weather events.",How are the terminals of high voltage capacitors stored?,"{'text': ['with the terminals shorted'], 'answer_start': [763]}"
14,572686975951b619008f75a3,Chicago_Cubs,"The Cubs' current spring training facility is located in Sloan Park in |Mesa, Arizona, where they play in the Cactus League. The park seats 15,000, making it Major League baseball's largest spring training facility by capacity. The Cubs annually sell out most of their games both at home and on the road. Before Sloan Park opened in 2014, the team played games at HoHoKam Park - Dwight Patterson Field from 1979. ""HoHoKam"" is literally translated from Native American as ""those who vanished."" The North Siders have called Mesa their spring home for most seasons since 1952.",Where is the Cubs' current spring  training facility located?,"{'text': ['Sloan Park'], 'answer_start': [57]}"
15,56e7ba3537bdd419002c43d1,Nanjing,"As a major Chinese city, Nanjing is home to many professional sports teams. Jiangsu Sainty, the football club currently staying in Chinese Super League, is a long-term tenant of Nanjing Olympic Sports Center. Jiangsu Nangang Basketball Club is a competitive team which has long been one of the major clubs fighting for the title in China top level league, CBA. Jiangsu Volleyball men and women teams are also traditionally considered as at top level in China volleyball league.",What is the name of the football club in Nanjing?,"{'text': ['Jiangsu Sainty'], 'answer_start': [76]}"
16,56fa5330f34c681400b0c07b,Wood,"Wood unsuitable for construction in its native form may be broken down mechanically (into fibers or chips) or chemically (into cellulose) and used as a raw material for other building materials, such as engineered wood, as well as chipboard, hardboard, and medium-density fiberboard (MDF). Such wood derivatives are widely used: wood fibers are an important component of most paper, and cellulose is used as a component of some synthetic materials. Wood derivatives can also be used for kinds of flooring, for example laminate flooring.",What material results from chemically breaking down wood?,"{'text': ['cellulose'], 'answer_start': [127]}"
17,570700329e06ca38007e9299,Letter_case,"Letter case is often prescribed by the grammar of a language or by the conventions of a particular discipline. In orthography, the uppercase is primarily reserved for special purposes, such as the first letter of a sentence or of a proper noun, which makes the lowercase the more common variant in text. In mathematics, letter case may indicate the relationship between objects with uppercase letters often representing ""superior"" objects (e.g. X could be a set containing the generic member x). Engineering design drawings are typically labelled entirely in upper-case letters, which are easier to distinguish than lowercase, especially when space restrictions require that the lettering be small.",Which is the most common variant of case in text?,"{'text': ['lowercase'], 'answer_start': [261]}"
18,56f762fbaef2371900625b90,Slavs,"Conversely, some Slavs were assimilated into other populations. Although the majority continued south, attracted by the riches of the territory which would become Bulgaria, a few remained in the Carpathian basin and were ultimately assimilated into the Magyar or Romanian population. There is a large number of river names and other placenames of Slavic origin in Romania.[better source needed]",Where did the Slavs that assimilated into the Magyar or Romanian population remain?,"{'text': ['Carpathian basin'], 'answer_start': [195]}"
19,56f8220daef2371900625e0a,Szlachta,"In 1430 with the Privileges of Jedlnia, confirmed at Kraków in 1433 (Polish: ""przywileje jedlneńsko-krakowskie""), based partially on his earlier Brześć Kujawski privilege (April 25, 1425), King Władysław II Jagiełło granted the nobility a guarantee against arbitrary arrest, similar to the English Magna Carta's Habeas corpus, known from its own Latin name as ""neminem captivabimus (nisi jure victum)."" Henceforth no member of the nobility could be imprisoned without a warrant from a court of justice: the king could neither punish nor imprison any noble at his whim. King Władysław's quid pro quo for this boon was the nobles' guarantee that his throne would be inherited by one of his sons (who would be bound to honour the privileges theretofore granted to the nobility). On May 2, 1447 the same king issued the Wilno Privilege which gave the Lithuanian boyars the same rights as those possessed by the Polish szlachta.",What does a court need to imprison a member of the nobility? ,"{'text': ['warrant from a court of justice'], 'answer_start': [470]}"
20,5727c05f3acd2414000deb85,Rule_of_law,"In 1607, English Chief Justice Sir Edward Coke said in the Case of Prohibitions (according to his own report) ""that the law was the golden met-wand and measure to try the causes of the subjects; and which protected His Majesty in safety and peace: with which the King was greatly offended, and said, that then he should be under the law, which was treason to affirm, as he said; to which I said, that Bracton saith, quod Rex non debed esse sub homine, sed sub Deo et lege (That the King ought not to be under any man but under God and the law.).""",When did English Chief Justice Sir Edward Coke speak in the Case of Prohibitions?,"{'text': ['1607'], 'answer_start': [3]}"
21,5a0803c33fc8740018207115,Infrared,"Earth's surface and the clouds absorb visible and invisible radiation from the sun and re-emit much of the energy as infrared back to atmosphere. Certain substances in the atmosphere, chiefly cloud droplets and water vapor, but also carbon dioxide, methane, nitrous oxide, sulfur hexafluoride, and chlorofluorocarbons, absorb this infrared, and re-radiate it in all directions including back to Earth. Thus, the greenhouse effect keeps the atmosphere and surface much warmer than if the infrared absorbers were absent from the atmosphere.",What substances emit water vapor back to the atmosphere?,"{'text': [], 'answer_start': []}"
22,5a811e7a31013a001a334b90,Time,"The theory of special relativity finds a convenient formulation in Minkowski spacetime, a mathematical structure that combines three dimensions of space with a single dimension of time. In this formalism, distances in space can be measured by how long light takes to travel that distance, e.g., a light-year is a measure of distance, and a meter is now defined in terms of how far light travels in a certain amount of time. Two events in Minkowski spacetime are separated by an invariant interval, which can be either space-like, light-like, or time-like. Events that have a time-like separation cannot be simultaneous in any frame of reference, there must be a temporal component (and possibly a spatial one) to their separation. Events that have a space-like separation will be simultaneous in some frame of reference, and there is no frame of reference in which they do not have a spatial separation. Different observers may calculate different distances and different time intervals between two events, but the invariant interval between the events is independent of the observer (and his velocity).",What is the invariant interval between time is independent of?,"{'text': [], 'answer_start': []}"
23,5706950a52bb891400689a9f,House_music,"In the late 1980s, many local Chicago house music artists suddenly found themselves presented with major label deals. House music proved to be a commercially successful genre and a more mainstream pop-based variation grew increasingly popular. Artists and groups such as Madonna, Janet Jackson, Paula Abdul, Aretha Franklin, Bananarama, Diana Ross, Tina Turner, Whitney Houston, Steps, Kylie Minogue, Bjork, and C+C Music Factoryhave all incorporated the genre into some of their work. After enjoying significant success in the early to mid-90s, house music grew even larger during the second wave of progressive house (1999–2001). The genre has remained popular and fused into other popular subgenres, for example, G-house, Deep House, Tech House and Bass House. As of 2015, house music remains extremely popular in both clubs and in the mainstream pop scene while retaining a foothold on underground scenes across the globe.[citation needed]",What variation of house music was produced by artists such as Madonna and Kylie Minogue?,"{'text': ['a more mainstream pop-based variation'], 'answer_start': [179]}"
24,5730be6a2461fd1900a9d03c,Tuvalu,"The next European to visit was Arent Schuyler de Peyster, of New York, captain of the armed brigantine or privateer Rebecca, sailing under British colours, which passed through the southern Tuvaluan waters in May 1819; de Peyster sighted Nukufetau and Funafuti, which he named Ellice's Island after an English Politician, Edward Ellice, the Member of Parliament for Coventry and the owner of the Rebecca's cargo. The name Ellice was applied to all nine islands after the work of English hydrographer Alexander George Findlay.",Which of the Tuvalu isalnds did de Peyster see?,"{'text': ['Nukufetau and Funafuti'], 'answer_start': [238]}"
25,5a8cb0dcfd22b3001a8d8d3e,Biodiversity,"Biodiversity provides critical support for drug discovery and the availability of medicinal resources. A significant proportion of drugs are derived, directly or indirectly, from biological sources: at least 50% of the pharmaceutical compounds on the US market are derived from plants, animals, and micro-organisms, while about 80% of the world population depends on medicines from nature (used in either modern or traditional medical practice) for primary healthcare. Only a tiny fraction of wild species has been investigated for medical potential. Biodiversity has been critical to advances throughout the field of bionics. Evidence from market analysis and biodiversity science indicates that the decline in output from the pharmaceutical sector since the mid-1980s can be attributed to a move away from natural product exploration (""bioprospecting"") in favor of genomics and synthetic chemistry, indeed claims about the value of undiscovered pharmaceuticals may not provide enough incentive for companies in free markets to search for them because of the high cost of development; meanwhile, natural products have a long history of supporting significant economic and health innovation. Marine ecosystems are particularly important, although inappropriate bioprospecting can increase biodiversity loss, as well as violating the laws of the communities and states from which the resources are taken.",What provides critical support for drug discovery and the availability of economic resources?,"{'text': [], 'answer_start': []}"
26,5726ad27f1498d1400e8e6df,Botany,"20th century developments in plant biochemistry have been driven by modern techniques of organic chemical analysis, such as spectroscopy, chromatography and electrophoresis. With the rise of the related molecular-scale biological approaches of molecular biology, genomics, proteomics and metabolomics, the relationship between the plant genome and most aspects of the biochemistry, physiology, morphology and behaviour of plants can be subjected to detailed experimental analysis. The concept originally stated by Gottlieb Haberlandt in 1902 that all plant cells are totipotent and can be grown in vitro ultimately enabled the use of genetic engineering experimentally to knock out a gene or genes responsible for a specific trait, or to add genes such as GFP that report when a gene of interest is being expressed. These technologies enable the biotechnological use of whole plants or plant cell cultures grown in bioreactors to synthesise pesticides, antibiotics or other pharmaceuticals, as well as the practical application of genetically modified crops designed for traits such as improved yield.",What opened the door to plant genetic engineering?,"{'text': ['all plant cells are totipotent'], 'answer_start': [547]}"
27,5733612b4776f41900660936,Financial_crisis_of_2007%E2%80%9308,"The financial crisis was not widely predicted by mainstream economists except Raghuram Rajan, who instead spoke of the Great Moderation. A number of heterodox economists predicted the crisis, with varying arguments. Dirk Bezemer in his research credits (with supporting argument and estimates of timing) 12 economists with predicting the crisis: Dean Baker (US), Wynne Godley (UK), Fred Harrison (UK), Michael Hudson (US), Eric Janszen (US), Steve Keen (Australia), Jakob Brøchner Madsen & Jens Kjaer Sørensen (Denmark), Kurt Richebächer (US), Nouriel Roubini (US), Peter Schiff (US), and Robert Shiller (US). Examples of other experts who gave indications of a financial crisis have also been given. Not surprisingly, the Austrian economic school regarded the crisis as a vindication and classic example of a predictable credit-fueled bubble that could not forestall the disregarded but inevitable effect of an artificial, manufactured laxity in monetary supply, a perspective that even former Fed Chair Alan Greenspan in Congressional testimony confessed himself forced to return to.",Which former Fed Chair confessed in Congressional testimony to being forced to return to lax monetary supply?,"{'text': ['Alan Greenspan'], 'answer_start': [1005]}"
28,56e19227cd28a01900c679d2,Catalan_language,"In Western Catalan, unstressed vowels reduce to five: /e ɛ/ > [e]; /o ɔ/ > [o]; /a u i/ remain distinct. This reduction pattern, inherited from Proto-Romance, is also found in Italian and Portuguese. Some Western dialects present further reduction or vowel harmony in some cases.",Which letters remain distinct?,"{'text': ['/a u i/'], 'answer_start': [80]}"
29,57262598271a42140099d5a1,Mammal,"If Mammalia is considered as the crown group, its origin can be roughly dated as the first known appearance of animals more closely related to some extant mammals than to others. Ambondro is more closely related to monotremes than to therian mammals while Amphilestes and Amphitherium are more closely related to the therians; as fossils of all three genera are dated about 167 million years ago in the Middle Jurassic, this is a reasonable estimate for the appearance of the crown group. The earliest known synapsid satisfying Kemp's definitions is Tikitherium, dated 225 Ma, so the appearance of mammals in this broader sense can be given this Late Triassic date. In any case, the temporal range of the group extends to the present day.",How many years do momotremes and therian mammals go back?,"{'text': ['167 million years'], 'answer_start': [374]}"
30,56f8dbf69e9bad19000a0614,Southampton,"The city has a particular connection to Cunard Line and their fleet of ships. This was particularly evident on 11 November 2008 when the Cunard liner RMS Queen Elizabeth 2 departed the city for the final time amid a spectacular fireworks display after a full day of celebrations. Cunard ships are regularly launched in the city, for example Queen Victoria was named by HRH The Duchess of Cornwall in December 2007, and the Queen named Queen Elizabeth in the city during October 2011. The Duchess of Cambridge performed the naming ceremony of Royal Princess on 13 June 2013.","What ship did the Duchess of Cambridge christen on June 13, 2013?","{'text': ['Royal Princess'], 'answer_start': [542]}"
31,5a6fe8a58abb0b001a676045,Alsace,"The gastronomic symbol of the région is undoubtedly the Choucroute, a local variety of Sauerkraut. The word Sauerkraut in Alsatian has the form sûrkrût, same as in other southwestern German dialects, and means ""sour cabbage"" as its Standard German equivalent. This word was included into the French language as choucroute. To make it, the cabbage is finely shredded, layered with salt and juniper and left to ferment in wooden barrels. Sauerkraut can be served with poultry, pork, sausage or even fish. Traditionally it is served with Strasbourg sausage or frankfurters, bacon, smoked pork or smoked Morteau or Montbéliard sausages, or a selection of other pork products. Served alongside are often roasted or steamed potatoes or dumplings.",Pork products are left to ferment in what?,"{'text': [], 'answer_start': []}"
32,572b69e434ae481900deadeb,Guam,"The University of Guam (UOG) and Guam Community College, both fully accredited by the Western Association of Schools and Colleges, offer courses in higher education. UOG is a member of the exclusive group of only 76 U.S. land-grant institutions in the entire United States. Pacific Islands University is a small Christian liberal arts institution nationally accredited by the Transnational Association of Christian Colleges and Schools. They offer courses at both the undergraduate and graduate levels.",What is the name of the small Christian college in Guam?,"{'text': ['Pacific Islands University'], 'answer_start': [274]}"
33,5731cdbce17f3d1400422437,Steven_Spielberg,"Spielberg first met actress Amy Irving in 1976 at the suggestion of director Brian De Palma, who knew he was looking for an actress to play in Close Encounters. After meeting her, Spielberg told his co-producer Julia Phillips, ""I met a real heartbreaker last night."":293 Although she was too young for the role, she and Spielberg began dating and she eventually moved in to what she described as his ""bachelor funky"" house.:294 They lived together for four years, but the stresses of their professional careers took a toll on their relationship. Irving wanted to be certain that whatever success she attained as an actress would be her own: ""I don't want to be known as Steven's girlfriend,"" she said, and chose not to be in any of his films during those years.:295",Why did Irving not want to be in Spielberg's films while dating?,"{'text': ['""I don\'t want to be known as Steven\'s girlfriend,""'], 'answer_start': [641]}"
34,5ad01e2d77cf76001a686a9c,Kievan_Rus%27,"The exact date of creation of the Kiev Metropolis is uncertain, as well as who was the first leader of the church. Predominantly it is considered that the first head was Michael I of Kiev, however some sources also claim Leontiy who is often placed after Michael or Anastas Chersonesos, became the first bishop of the Church of the Tithes. The first metropolitan to be confirmed by historical sources is Theopemp, who was appointed by Patriarch Alexius of Constantinople in 1038. Before 1015 there were five dioceses: Kiev, Chernihiv, Bilhorod, Volodymyr, Novgorod, and soon thereafter Yuriy-upon-Ros. The Kiev Metropolitan sent his own delegation to the Council of Bari in 1098.",What year was the creation of the Kiev Metropolis?,"{'text': [], 'answer_start': []}"
35,57263583271a42140099d780,Incandescent_light_bulb,"To improve the efficiency of the lamp, the filament usually consists of multiple coils of coiled fine wire, also known as a 'coiled coil'. For a 60-watt 120-volt lamp, the uncoiled length of the tungsten filament is usually 22.8 inches (580 mm), and the filament diameter is 0.0018 inches (0.046 mm). The advantage of the coiled coil is that evaporation of the tungsten filament is at the rate of a tungsten cylinder having a diameter equal to that of the coiled coil. The coiled-coil filament evaporates more slowly than a straight filament of the same surface area and light-emitting power. As a result, the filament can then run hotter, which results in a more efficient light source, while reducing the evaporation so that the filament will last longer than a straight filament at the same temperature.",What is the advantage of a coiled-coil filament over a straight filament?,"{'text': ['The coiled-coil filament evaporates more slowly'], 'answer_start': [469]}"
36,5ace5cb432bba1001ae4a3f9,Hunting,"Hindu scriptures describe hunting as an acceptable occupation, as well as a sport of the kingly. Even figures considered godly are described to have engaged in hunting. One of the names of the god Shiva is Mrigavyadha, which translates as ""the deer hunter"" (mriga means deer; vyadha means hunter). The word Mriga, in many Indian languages including Malayalam, not only stands for deer, but for all animals and animal instincts (Mriga Thrishna). Shiva, as Mrigavyadha, is the one who destroys the animal instincts in human beings. In the epic Ramayana, Dasharatha, the father of Rama, is said to have the ability to hunt in the dark. During one of his hunting expeditions, he accidentally killed Shravana, mistaking him for game. During Rama's exile in the forest, Ravana kidnapped his wife, Sita, from their hut, while Rama was asked by Sita to capture a golden deer, and his brother Lakshman went after him. According to the Mahabharat, Pandu, the father of the Pandavas, accidentally killed the sage Kindama and his wife with an arrow, mistaking them for a deer. Krishna is said to have died after being accidentally wounded by an arrow of a hunter.",How was Shiva accidentally wounded to later die?,"{'text': [], 'answer_start': []}"
37,57293627af94a219006aa19d,Race_(human_categorization),"The authors of the study also examined 77 college textbooks in biology and 69 in physical anthropology published between 1932 and 1989. Physical anthropology texts argued that biological races exist until the 1970s, when they began to argue that races do not exist. In contrast, biology textbooks did not undergo such a reversal but many instead dropped their discussion of race altogether. The authors attributed this to biologists trying to avoid discussing the political implications of racial classifications, instead of discussing them, and to the ongoing discussions in biology about the validity of the concept ""subspecies"". The authors also noted that some widely used textbooks in biology such as Douglas J. Futuyama's 1986 ""Evolutionary Biology"" had abandoned the race concept, ""The concept of race, masking the overwhelming genetic similarity of all peoples and the mosaic patterns of variation that do not correspond to racial divisions, is not only socially dysfunctional but is biologically indefensible as well (pp. 5 18-5 19)."" (Lieberman et al. 1992, pp. 316–17)",What did Douglas J. Futuyama consider the concept of race as not only being socially dysfunctional but this as well?,"{'text': ['biologically indefensible'], 'answer_start': [992]}"
38,57261a80ec44d21400f3d8e9,Buckingham_Palace,"When paying a state visit to Britain, foreign heads of state are usually entertained by the Queen at Buckingham Palace. They are allocated a large suite of rooms known as the Belgian Suite, situated at the foot of the Minister's Staircase, on the ground floor of the north-facing Garden Wing. The rooms of the suite are linked by narrow corridors, one of them is given extra height and perspective by saucer domes designed by Nash in the style of Soane. A second corridor in the suite has Gothic influenced cross over vaulting. The Belgian Rooms themselves were decorated in their present style and named after Prince Albert's uncle Léopold I, first King of the Belgians. In 1936, the suite briefly became the private apartments of the palace when they were occupied by King Edward VIII.",On which floor is the Belgian Suite located?,"{'text': ['the ground floor'], 'answer_start': [243]}"
39,572f9adf04bcaa1900d76ad2,Bacteria,"Once regarded as plants constituting the class Schizomycetes, bacteria are now classified as prokaryotes. Unlike cells of animals and other eukaryotes, bacterial cells do not contain a nucleus and rarely harbour membrane-bound organelles. Although the term bacteria traditionally included all prokaryotes, the scientific classification changed after the discovery in the 1990s that prokaryotes consist of two very different groups of organisms that evolved from an ancient common ancestor. These evolutionary domains are called Bacteria and Archaea.",What are two main groups prokaryotes can be divided into?,"{'text': ['Bacteria and Archaea'], 'answer_start': [528]}"
40,570aa3634103511400d598ac,Houston,"METRO began light rail service on January 1, 2004, with the inaugural track (""Red Line"") running about 8 miles (13 km) from the University of Houston–Downtown (UHD), which traverses through the Texas Medical Center and terminates at NRG Park. METRO is currently in the design phase of a 10-year expansion plan that will add five more lines. and expand the current Red Line. Amtrak, the national passenger rail system, provides service three times a week to Houston via the Sunset Limited (Los Angeles–New Orleans), which stops at a train station on the north side of the downtown area. The station saw 14,891 boardings and alightings in fiscal year 2008. In 2012, there was a 25 percent increase in ridership to 20,327 passengers embarking from the Houston Amtrak station.",When did Houston start using light rail lines?,"{'text': ['January 1, 2004'], 'answer_start': [34]}"
41,572edab0cb0c0d14000f160b,Spanish_language_in_the_United_States,"The State of the Union Addresses and other presidential speeches are translated to Spanish, following the precedent set by the Bill Clinton administration. Official Spanish translations are available at WhiteHouse.gov. Moreover, non-Hispanic American origin politicians fluent in Spanish-speak in Spanish to Hispanic majority constituencies. There are 500 Spanish newspapers, 152 magazines, and 205 publishers in the United States; magazine and local television advertising expenditures for the Hispanic market have increased much from 1999 to 2003, with growth of 58 percent and 43 percent, respectively.","If someone is not bilingual and only speaks Spanish, how do they learn about current events?","{'text': ['There are 500 Spanish newspapers, 152 magazines, and 205 publishers in the United States; magazine and local television'], 'answer_start': [342]}"
42,57280cfc3acd2414000df324,Northwestern_University,"The mascot of Northwestern Athletics is Willie the Wildcat. The first mascot, however, was a live, caged bear cub from the Lincoln Park Zoo named Furpaw who was brought to the playing field on the day of a game to greet the fans. But after a losing season, the team, deciding that Furpaw was to blame for its misfortune, banished him from campus forever. Willie the Wildcat made his debut in 1933 first as a logo, and then in three dimensions in 1947, when members of the Alpha Delta fraternity dressed as wildcats during a Homecoming Parade. The Northwestern University Marching Band (NUMB) performs at all home football games and leads cheers in the student section and performs the Alma Mater at the end of the game.",What was the first mascot of Northwestern Athletics?,"{'text': ['a live, caged bear cub from the Lincoln Park Zoo'], 'answer_start': [91]}"
43,5a5455d2134fea001a0e1731,Muslim_world,"Distinguishing motifs of Islamic architecture have always been ordered repetition, radiating structures, and rhythmic, metric patterns. In this respect, fractal geometry has been a key utility, especially for mosques and palaces. Other features employed as motifs include columns, piers and arches, organized and interwoven with alternating sequences of niches and colonnettes. The role of domes in Islamic architecture has been considerable. Its usage spans centuries, first appearing in 691 with the construction of the Dome of the Rock mosque, and recurring even up until the 17th century with the Taj Mahal. And as late as the 19th century, Islamic domes had been incorporated into European architecture.",What mosque was built with a dome in the 6th century?,"{'text': [], 'answer_start': []}"
